,id,province,country,name,slug,latitude,longitude
66,8760,,1, alredores de York ,,,
67,8486,,9, diversas ciudades ,,,
68,8862,,9, diversas ciudades en Francia ,,,
69,8864,,1, diversas ciudades en Reino Unido ,,,
70,8426,,24, diversas en Suiza ,,,
71,8778,,1, etc ,,,
72,8759,,1, sur de Londres ,,,
73,8791,,1, varias ciudades ,,,
74,8542,,1, various cities ,,,
75,8484,,1, various cities across England ,,,
76,8976,,26,-,,,
77,8476,,26,- ,,,
78,8662,15.0,6,A Agris,,,
79,4877,32.0,6,A Arnoia,arnoia-a,42.2502778,-8.1330556
80,2126,15.0,6,A Baña,baa-a,42.8018678,-8.8428051
81,4888,32.0,6,A Bola,bola-a,42.1520032,-7.9154476
82,2137,15.0,6,A Capela,capela-a,42.9004678,-8.9438578
83,5279,36.0,6,A Cañiza,caiza-a,42.2130438,-8.27567
84,2150,15.0,6,A Coruña,corua-a,43.3708731,-8.395835
85,5287,36.0,6,A Estrada,estrada-a,42.6895805,-8.4913027
86,4230,27.0,6,A Fonsagrada,fonsagrada-a,43.1237515,-7.0679097
87,5292,36.0,6,A Guarda,guarda-a,41.9025171,-8.8736718
88,4907,32.0,6,A Gudiña,gudia-a,42.0611708,-7.1382633
89,5293,36.0,6,A Illa de Arousa,illa-de-arousa-a,42.564059,-8.8736837
90,5295,36.0,6,A Lama,lama-a,42.1127693,-8.3026805
91,2160,15.0,6,A Laracha,laracha-a,43.2523175,-8.5844693
92,4918,32.0,6,A Merca,merca-a,42.3379133,-7.8544261
93,4919,32.0,6,A Mezquita,mezquita-a,42.3400033,-7.8536065
94,4253,27.0,6,A Pastoriza,pastoriza-a,43.3006292,-7.3513706
95,4930,32.0,6,A Peroxa,peroxa-a,42.4398149,-7.7954593
96,4933,32.0,6,A Pobra de Trives,pobra-de-trives-a,42.3393049,-7.2539001
97,4255,27.0,6,A Pobra do Brollón,pobra-do-brolln-a,42.5570379,-7.3924181
98,2187,15.0,6,A Pobra do Caramiñal,pobra-do-caramial-a,42.6032973,-8.9389431
99,4257,27.0,6,A Pontenova,pontenova-a,43.3480346,-7.1925357
100,4942,32.0,6,A Rúa,ra-a,42.392487,-7.120533
101,4951,32.0,6,A Teixeira,teixeira-a,42.3887415,-7.2661966
102,4954,32.0,6,A Veiga,veiga-a,42.1675706,-8.1375664
103,6531,44.0,6,Ababuj,ababuj,40.5484614,-0.8077833
104,5850,40.0,6,Abades,abades,40.9154757,-4.2691297
105,7462,48.0,6,Abadiño,abadio,43.15,-2.6102778
106,8156,48.0,6,Abadiño-Abadiano,,,
107,1543,10.0,6,Abadía,abada,40.2600065,-5.9771471
108,4211,27.0,6,Abadín,abadn,43.3662065,-7.4699066
109,1172,9.0,6,Abajas,abajas,42.623469,-3.5802271
110,3129,20.0,6,Abaltzisketa,abaltzisketa,43.0475822,-2.1053881
111,4558,30.0,6,Abanilla,abanilla,38.2007915,-1.0428179
112,7822,50.0,6,Abanto,abanto,41.13687,-1.6986673
113,7463,48.0,6,Abanto y Ciérvana-Abanto Zierbena,abanto-y-cirvana-abanto-zierbena,43.3168794,-3.0876783
114,5045,34.0,6,Abarca de Campos,abarca-de-campos,42.062401,-4.8408206
115,4559,30.0,6,Abarán,abarn,38.3020789,-1.1642189
116,4605,31.0,6,Abaurregaina/Abaurrea Alta,abaurregainaabaurrea-alta,42.9034549,-1.2079544
117,4606,31.0,6,Abaurrepea/Abaurrea Baja,abaurrepeaabaurrea-baja,42.9034549,-1.2079544
118,2120,15.0,6,Abegondo,abegondo,43.2166667,-8.2833333
119,6164,42.0,6,Abejar,abejar,41.8077429,-2.7855748
120,6532,44.0,6,Abejuela,abejuela,39.9103491,-0.8941151
121,3806,25.0,6,Abella de la Conca,abella-de-la-conca,42.1610657,1.0897641
122,52,2.0,6,Abengibre,abengibre,39.2099913,-1.544182
123,8190,13.0,6,Abenojar,,,
124,1943,13.0,6,Abenójar,abenjar,38.8793473,-4.3577781
125,4607,31.0,6,Aberin,aberin,42.6190685,-2.0071921
126,1544,10.0,6,Abertura,abertura,39.2439478,-5.814705
127,7574,49.0,6,Abezames,abezames,41.6255637,-5.4262706
128,2214,16.0,6,Abia de la Obispalía,abia-de-la-obispala,40.018851,-2.3960505
129,5046,34.0,6,Abia de las Torres,abia-de-las-torres,42.4197241,-4.4219127
130,3296,22.0,6,Abiego,abiego,42.1212111,-0.0710325
131,3297,22.0,6,Abizanda,abizanda,42.242534,0.1962168
132,280,4.0,6,Abla,abla,37.1411446,-2.7801036
133,2842,19.0,6,Ablanque,ablanque,40.8979729,-2.2275667
134,4608,31.0,6,Ablitas,ablitas,41.9736451,-1.638694
135,861,8.0,6,Abrera,abrera,41.5160856,1.9021424
136,281,4.0,6,Abrucena,abrucena,37.1330481,-2.7970982
137,9001,,15,Abu Dhabi,,,
138,5332,37.0,6,Abusejo,abusejo,40.7098051,-6.1401464
139,4603,31.0,6,Abáigar,abigar,42.6469376,-2.1434412
140,2841,19.0,6,Abánades,abnades,40.8921552,-2.4853813
141,4604,31.0,6,Abárzuza,abrzuza,42.7264133,-2.0225485
142,3595,24.0,6,Acebedo,acebedo,43.0390945,-5.1168297
143,1545,10.0,6,Acebo,acebo,40.2027969,-6.7163419
144,630,6.0,6,Acedera,acedera,39.0766048,-5.5722789
145,1546,10.0,6,Acehúche,acehche,39.8025665,-6.633866
146,1547,10.0,6,Aceituna,aceituna,40.1496671,-6.3324448
147,7823,50.0,6,Acered,acered,41.1702267,-1.6042819
148,631,6.0,6,Aceuchal,aceuchal,38.6470601,-6.4871794
149,3298,22.0,6,Adahuesca,adahuesca,42.144777,-0.0074547
150,7237,47.0,6,Adalia,adalia,41.6488845,-5.121545
151,2045,14.0,6,Adamuz,adamuz,38.0273636,-4.5248733
152,382,5.0,6,Adanero,adanero,40.9459131,-4.6066595
153,5694,38.0,6,Adeje,adeje,28.1218455,-16.7246398
154,6971,46.0,6,Ademuz,ademuz,40.0617367,-1.2865257
155,4609,31.0,6,Adiós,adis,42.6862883,-1.7359985
156,2843,19.0,6,Adobes,adobes,40.6759336,-1.6785814
157,6972,46.0,6,Ador,ador,38.9194075,-0.2242898
158,282,4.0,6,Adra,adra,36.7480711,-3.0225224
159,1173,9.0,6,Adrada de Haza,adrada-de-haza,41.5942559,-3.8217936
160,5851,40.0,6,Adrada de Pirón,adrada-de-pirn,41.0523533,-4.0515247
161,6165,42.0,6,Adradas,adradas,41.3510831,-2.4737827
162,5852,40.0,6,Adrados,adrados,41.3683491,-4.1128786
163,139,3.0,6,Adsubia,adsubia,38.8478315,-0.1499264
164,3130,20.0,6,Aduna,aduna,43.2037922,-2.0500787
165,5236,35.0,6,Agaete,agaete,28.1004477,-15.6998229
166,5333,37.0,6,Agallas,agallas,40.4486633,-6.4420524
167,5270,36.0,6,Agolada,agolada,42.7622689,-8.0194247
168,4038,26.0,6,Agoncillo,agoncillo,42.4466762,-2.2906189
169,140,3.0,6,Agost,agost,38.4411686,-0.6395459
170,3808,25.0,6,Agramunt,agramunt,41.7861117,1.0988114
171,141,3.0,6,Agres,agres,38.7798764,-0.5156772
172,2673,18.0,6,Agrón,agrn,37.0305837,-3.8297243
173,6059,41.0,6,Aguadulce,aguadulce,37.2528311,-4.9911248
174,8348,4.0,6,Aguadulce,,,
175,7825,50.0,6,Aguarón,aguarn,41.3379812,-1.2680897
176,1174,9.0,6,Aguas Cándidas,aguas-cndidas,42.7160883,-3.5018157
177,7238,47.0,6,Aguasal,aguasal,41.2750949,-4.6528154
178,6533,44.0,6,Aguatón,aguatn,40.671166,-1.2342176
179,6534,44.0,6,Aguaviva,aguaviva,40.8228059,-0.197559
180,1944,13.0,6,Agudo,agudo,38.9789683,-4.8731516
181,5853,40.0,6,Aguilafuente,aguilafuente,41.2284036,-4.1119384
182,1175,9.0,6,Aguilar de Bureba,aguilar-de-bureba,42.590136,-3.328738
183,5047,34.0,6,Aguilar de Campoo,aguilar-de-campoo,42.7924493,-4.2602217
184,7239,47.0,6,Aguilar de Campos,aguilar-de-campos,41.9842207,-5.1795176
185,4610,31.0,6,Aguilar de Codés,aguilar-de-cods,42.612943,-2.3894557
186,862,8.0,6,Aguilar de Segarra,aguilar-de-segarra,41.7397615,1.6293852
187,2046,14.0,6,Aguilar de la Frontera,aguilar-de-la-frontera,37.5150249,-4.6560569
188,6535,44.0,6,Aguilar del Alfambra,aguilar-del-alfambra,40.590135,-0.7964078
189,4039,26.0,6,Aguilar del Río Alhama,aguilar-del-ro-alhama,41.9617977,-1.9945169
190,7826,50.0,6,Aguilón,aguiln,41.2950339,-1.0467776
191,2452,17.0,6,Agullana,agullana,42.3948322,2.8453781
192,6973,46.0,6,Agullent,agullent,38.8213153,-0.5489346
193,5695,38.0,6,Agulo,agulo,28.1867238,-17.1959136
194,8710,1.0,6,Agurain-Salvatierra,,,
195,7824,50.0,6,Agón,agn,41.8569193,-1.452092
196,3299,22.0,6,Agüero,agero,42.3548518,-0.7945753
197,5237,35.0,6,Agüimes,agimes,27.9041099,-15.4456437
198,1548,10.0,6,Ahigal,ahigal,40.1902043,-6.1851961
199,5335,37.0,6,Ahigal de Villarino,ahigal-de-villarino,41.1582608,-6.3809264
200,5334,37.0,6,Ahigal de los Aceiteros,ahigal-de-los-aceiteros,40.875081,-6.7478513
201,632,6.0,6,Ahillones,ahillones,38.2623483,-5.8619717
202,3131,20.0,6,Aia,aia,43.2369216,-2.1490081
203,4611,31.0,6,Aibar/Oibar,aibaroibar,42.6418637,-1.3382459
204,6974,46.0,6,Aielo de Malferit,aielo-de-malferit,38.8766144,-0.5921101
205,6975,46.0,6,Aielo de Rugat,aielo-de-rugat,38.8816613,-0.3430091
206,863,8.0,6,Aiguafreda,aiguafreda,41.7688352,2.2502611
207,6347,43.0,6,Aiguamúrcia,aiguamrcia,41.3301841,1.3594544
208,2453,17.0,6,Aiguaviva,aiguaviva,41.9371984,2.7606389
209,142,3.0,6,Aigües,aiges,38.4993242,-0.3627366
210,8518,22.0,6,Ainsa-Sobrarbe,,,
211,7827,50.0,6,Ainzón,ainzn,41.8170349,-1.5202049
212,3301,22.0,6,Aisa,aisa,42.6798731,-0.6199111
213,3809,25.0,6,Aitona,aitona,41.4957636,0.4597391
214,3132,20.0,6,Aizarnazabal,aizarnazabal,43.2554048,-2.2364607
215,4279,28.0,6,Ajalvir,ajalvir,40.5343685,-3.4810021
216,4040,26.0,6,Ajamil de Cameros,ajamil-de-cameros,42.1676385,-2.4860926
217,7464,48.0,6,Ajangiz,ajangiz,43.3127271,-2.6614285
218,6767,45.0,6,Ajofrín,ajofrn,39.7125036,-3.9826137
219,8281,,15,Al Ain,,,
220,6536,44.0,6,Alacón,alacn,41.023714,-0.6967831
221,7828,50.0,6,Aladrén,aladrn,41.2491255,-1.1559672
222,7240,47.0,6,Alaejos,alaejos,41.3072296,-5.2172345
223,7829,50.0,6,Alagón,alagn,41.7703636,-1.1219525
224,1549,10.0,6,Alagón del Río,alagn-del-ro,39.9750038,-6.3153031
225,794,7.0,6,Alaior,alaior,39.9306395,4.1399868
226,5696,38.0,6,Alajeró,alajer,28.0627558,-17.2390241
227,4457,29.0,6,Alameda,alameda,37.2078282,-4.6580736
228,8688,4.0,6,Alameda,,,
229,6768,45.0,6,Alameda de la Sagra,alameda-de-la-sagra,40.0122632,-3.7965052
230,4280,28.0,6,Alameda del Valle,alameda-del-valle,40.9178985,-3.8437884
231,2674,18.0,6,Alamedilla,alamedilla,37.5817402,-3.2443093
232,1945,13.0,6,Alamillo,alamillo,38.6769448,-4.7895922
233,8686,18.0,6,Alamillo,,,
234,2844,19.0,6,Alaminos,alaminos,40.8633072,-2.7259835
235,633,6.0,6,Alange,alange,38.7870782,-6.2434929
236,8345,41.0,6,Alanis,,,
237,6060,41.0,6,Alanís,alans,38.0374813,-5.7152933
238,6976,46.0,6,Alaquàs,alaqus,39.4570792,-0.4610681
239,5048,34.0,6,Alar del Rey,alar-del-rey,42.6598878,-4.3118251
240,5338,37.0,6,Alaraz,alaraz,40.7475275,-5.2880132
241,7830,50.0,6,Alarba,alarba,41.2045836,-1.613624
242,2216,16.0,6,Alarcón,alarcn,39.5462248,-2.0835032
243,2845,19.0,6,Alarilla,alarilla,40.8496889,-3.1052816
244,795,7.0,6,Alaró,alar,39.6952629,3.0175712
245,53,2.0,6,Alatoz,alatoz,39.0946413,-1.3611546
246,6537,44.0,6,Alba,alba,40.6181188,-1.3456888
247,5049,34.0,6,Alba de Cerrato,alba-de-cerrato,41.8125148,-4.3662235
248,5339,37.0,6,Alba de Tormes,alba-de-tormes,40.8246276,-5.5159344
249,5340,37.0,6,Alba de Yeltes,alba-de-yeltes,40.670996,-6.3184533
250,54,2.0,6,Albacete,albacete,38.9976516,-1.8600701
251,6977,46.0,6,Albaida,albaida,38.8370089,-0.5156197
252,6061,41.0,6,Albaida del Aljarafe,albaida-del-aljarafe,37.4270256,-6.1659256
253,6978,46.0,6,Albal,6978-albal,39.3970929,-0.4121969
254,1946,13.0,6,Albaladejo,albaladejo,38.6180528,-2.8062605
255,2217,16.0,6,Albaladejo del Cuende,albaladejo-del-cuende,39.8069035,-2.2277208
256,6979,46.0,6,Albalat de la Ribera,albalat-de-la-ribera,39.2010974,-0.3863965
257,6980,46.0,6,Albalat dels Sorells,albalat-dels-sorells,39.542188,-0.3473705
258,6981,46.0,6,Albalat dels Tarongers,albalat-dels-tarongers,39.7029923,-0.3364196
259,3302,22.0,6,Albalate de Cinca,albalate-de-cinca,41.7229517,0.145821
260,2846,19.0,6,Albalate de Zorita,albalate-de-zorita,40.3085009,-2.8415894
261,2218,16.0,6,Albalate de las Nogueras,albalate-de-las-nogueras,40.3672828,-2.2780057
262,6538,44.0,6,Albalate del Arzobispo,albalate-del-arzobispo,41.1208083,-0.510963
263,3303,22.0,6,Albalatillo,albalatillo,41.7367125,-0.1505924
264,1550,10.0,6,Albalá,albal,39.2565245,-6.1847898
265,3498,23.0,6,Albanchez de Mágina,albanchez-de-mgina,37.7916432,-3.4682852
266,2454,17.0,6,Albanyà,albany,42.3057298,2.7216225
267,2847,19.0,6,Albares,albares,40.3075124,-3.0122609
268,6539,44.0,6,Albarracín,albarracn,40.4065205,-1.4444021
269,6769,45.0,6,Albarreal de Tajo,albarreal-de-tajo,39.8976894,-4.2279778
270,55,2.0,6,Albatana,albatana,38.5697705,-1.5242065
271,143,3.0,6,Albatera,albatera,38.1805987,-0.8696246
272,3813,25.0,6,Albatàrrec,albatrrec,41.5729903,0.6057172
273,3304,22.0,6,Albelda,albelda,41.8654209,0.4611521
274,4041,26.0,6,Albelda de Iregua,albelda-de-iregua,42.3582662,-2.4734158
275,2219,16.0,6,Albendea,albendea,40.4884001,-2.4162113
276,2848,19.0,6,Albendiego,albendiego,41.2300363,-3.0538644
277,6540,44.0,6,Albentosa,albentosa,40.1030539,-0.7695187
278,6982,46.0,6,Alberic,alberic,39.1165201,-0.5177308
279,4042,26.0,6,Alberite,alberite,42.4060669,-2.4405231
280,7831,50.0,6,Alberite de San Juan,alberite-de-san-juan,41.8196225,-1.4702803
281,3305,22.0,6,Albero Alto,albero-alto,42.0500442,-0.3374676
282,3306,22.0,6,Albero Bajo,albero-bajo,42.025196,-0.3813607
283,3307,22.0,6,Alberuela de Tubo,alberuela-de-tubo,41.9087993,-0.2136612
284,3814,25.0,6,Albesa,albesa,41.7519835,0.6582234
285,7832,50.0,6,Albeta,albeta,41.8272679,-1.4996711
286,1176,9.0,6,Albillos,albillos,42.2764209,-3.7906067
287,6348,43.0,6,Albinyana,albinyana,41.245453,1.4897531
288,3133,20.0,6,Albiztur,albiztur,43.1297228,-2.1371801
289,1809,12.0,6,Albocàsser,albocsser,40.3562617,0.0253618
290,284,4.0,6,Alboloduy,alboloduy,37.0331869,-2.6217497
291,2675,18.0,6,Albolote,albolote,37.2308556,-3.6574147
292,2676,18.0,6,Albondón,albondn,36.8272885,-3.2108134
293,2455,17.0,6,Albons,albons,42.1028938,3.085481
294,6983,46.0,6,Alborache,alborache,39.3925193,-0.7718443
295,6984,46.0,6,Alboraya,alboraya,39.4993481,-0.3497834
296,56,2.0,6,Alborea,alborea,39.2795152,-1.3958704
297,7833,50.0,6,Alborge,alborge,41.3347963,-0.3576005
298,384,5.0,6,Albornos,albornos,40.8384262,-4.8813555
299,285,4.0,6,Albox,albox,37.3897879,-2.147483
300,4561,30.0,6,Albudeite,albudeite,38.0269039,-1.3851118
301,6985,46.0,6,Albuixech,albuixech,39.5443728,-0.3226356
302,8452,30.0,6,Albujon,,,
303,635,6.0,6,Alburquerque,alburquerque,39.2193551,-7.0013168
304,2678,18.0,6,Albuñol,albuol,36.7912509,-3.2034848
305,2679,18.0,6,Albuñuelas,albuuelas,36.9282047,-3.6314718
306,2677,18.0,6,Albuñán,albun,37.2271916,-3.1338925
307,283,4.0,6,Albánchez,albnchez,37.2871024,-2.1811632
308,6770,45.0,6,Alcabón,alcabn,40.0024878,-4.3690761
309,57,2.0,6,Alcadozo,alcadozo,38.6487736,-1.9814642
310,6541,44.0,6,Alcaine,alcaine,40.9535874,-0.7054526
311,144,3.0,6,Alcalalí,alcalal,38.7556793,-0.046652
312,1810,12.0,6,Alcalà de Xivert,alcal-de-xivert,40.3045872,0.2263053
313,7834,50.0,6,Alcalá de Ebro,alcal-de-ebro,41.813625,-1.1965869
314,8369,41.0,6,Alcalá de Guadaira,,,
315,6062,41.0,6,Alcalá de Guadaíra,alcal-de-guadara,37.3383272,-5.8440318
316,3308,22.0,6,Alcalá de Gurrea,alcal-de-gurrea,42.0678199,-0.6856087
317,4282,28.0,6,Alcalá de Henares,alcal-de-henares,40.481663,-3.3641362
318,7835,50.0,6,Alcalá de Moncayo,alcal-de-moncayo,41.7863051,-1.6960819
319,6542,44.0,6,Alcalá de la Selva,alcal-de-la-selva,40.3718095,-0.7197202
320,2221,16.0,6,Alcalá de la Vega,alcal-de-la-vega,40.0264367,-1.5250312
321,1764,11.0,6,Alcalá de los Gazules,alcal-de-los-gazules,36.4604548,-5.7237178
322,58,2.0,6,Alcalá del Júcar,alcal-del-jcar,39.1934585,-1.4296707
323,3309,22.0,6,Alcalá del Obispo,alcal-del-obispo,42.0778364,-0.2930976
324,6063,41.0,6,Alcalá del Río,alcal-del-ro,37.5182714,-5.9782356
325,1765,11.0,6,Alcalá del Valle,alcal-del-valle,36.9049152,-5.1732367
326,3499,23.0,6,Alcalá la Real,alcal-la-real,37.4635849,-3.9250782
327,3310,22.0,6,Alcampell,alcampell,41.9058936,0.4318866
328,4043,26.0,6,Alcanadre,alcanadre,42.4057773,-2.1184235
329,6350,43.0,6,Alcanar,alcanar,40.544838,0.4811905
330,4562,30.0,6,Alcantarilla,alcantarilla,37.9810063,-1.2218501
331,2222,16.0,6,Alcantud,alcantud,40.5484916,-2.3328323
332,3816,25.0,6,Alcanó,alcan,41.4808447,0.6179771
333,2047,14.0,6,Alcaracejos,alcaracejos,38.3882311,-4.9676841
334,59,2.0,6,Alcaraz,alcaraz,38.6696592,-2.4926469
335,3817,25.0,6,Alcarràs,alcarrs,41.5661386,0.530272
336,4458,29.0,6,Alcaucín,alcaucn,36.9026303,-4.114147
337,3500,23.0,6,Alcaudete,alcaudete,37.5910658,-4.086735
338,6772,45.0,6,Alcaudete de la Jara,alcaudete-de-la-jara,39.7932161,-4.8703313
339,7241,47.0,6,Alcazarén,alcazarn,41.3696658,-4.6726148
340,7575,49.0,6,Alcañices,alcaices,41.6996795,-6.347962
341,6543,44.0,6,Alcañiz,alcaiz,41.0489449,-0.1306302
342,6771,45.0,6,Alcañizo,alcaizo,39.9046663,-5.1057133
343,1948,13.0,6,Alcoba,alcoba,39.2608553,-4.4768357
344,4283,28.0,6,Alcobendas,alcobendas,40.5475437,-3.6420912
345,2849,19.0,6,Alcocer,alcocer,40.469872,-2.6109249
346,145,3.0,6,Alcocer de Planes,alcocer-de-planes,38.7949332,-0.4027004
347,1177,9.0,6,Alcocero de Mola,alcocero-de-mola,42.473142,-3.3574223
348,2224,16.0,6,Alcohujate,alcohujate,40.4170066,-2.6171927
349,286,4.0,6,Alcolea,alcolea,36.9744883,-2.9610382
350,1949,13.0,6,Alcolea de Calatrava,alcolea-de-calatrava,38.9866069,-4.1154908
351,3311,22.0,6,Alcolea de Cinca,alcolea-de-cinca,41.7171893,0.1180138
352,6773,45.0,6,Alcolea de Tajo,alcolea-de-tajo,39.8083117,-5.1490766
353,2850,19.0,6,Alcolea de las Peñas,alcolea-de-las-peas,41.2098615,-2.7848916
354,2851,19.0,6,Alcolea del Pinar,alcolea-del-pinar,41.0357741,-2.4673043
355,6064,41.0,6,Alcolea del Río,alcolea-del-ro,37.6141604,-5.6712934
356,146,3.0,6,Alcoleja,alcoleja,38.6754168,-0.3323183
357,3818,25.0,6,Alcoletge,alcoletge,41.6490929,0.6945253
358,1552,10.0,6,Alcollarín,alcollarn,39.2447618,-5.7389908
359,6167,42.0,6,Alconaba,alconaba,41.7237246,-2.3853166
360,5343,37.0,6,Alconada,alconada,40.9112566,-5.3631948
361,5854,40.0,6,Alconada de Maderuelo,alconada-de-maderuelo,41.4504339,-3.4863047
362,636,6.0,6,Alconchel,alconchel,38.5166814,-7.0708715
363,7836,50.0,6,Alconchel de Ariza,alconchel-de-ariza,41.2047399,-2.1189072
364,2225,16.0,6,Alconchel de la Estrella,alconchel-de-la-estrella,39.7198213,-2.573143
365,637,6.0,6,Alconera,alconera,38.3964686,-6.4768811
366,4284,28.0,6,Alcorcón,alcorcn,40.3491158,-3.8288109
367,6544,44.0,6,Alcorisa,alcorisa,40.8916884,-0.3806293
368,2852,19.0,6,Alcoroches,alcoroches,40.627799,-1.7464856
369,8524,12.0,6,Alcossebre,,,
370,6351,43.0,6,Alcover,alcover,41.2623936,1.1701588
371,147,3.0,6,Alcoy/Alcoi,alcoyalcoi,38.6976276,-0.4730959
372,3312,22.0,6,Alcubierre,alcubierre,41.8068025,-0.4514643
373,6168,42.0,6,Alcubilla de Avellaneda,alcubilla-de-avellaneda,41.7250857,-3.3050396
374,7576,49.0,6,Alcubilla de Nogales,alcubilla-de-nogales,42.1269851,-5.9221812
375,6169,42.0,6,Alcubilla de las Peñas,alcubilla-de-las-peas,41.2512997,-2.5270095
376,1950,13.0,6,Alcubillas,alcubillas,38.7520171,-3.1346316
377,6988,46.0,6,Alcublas,alcublas,39.7971568,-0.7021778
378,288,4.0,6,Alcudia de Monteagud,alcudia-de-monteagud,37.2359862,-2.2661735
379,1812,12.0,6,Alcudia de Veo,alcudia-de-veo,39.9171286,-0.3556332
380,1553,10.0,6,Alcuéscar,alcuscar,39.1824648,-6.2289582
381,6986,46.0,6,Alcàntera de Xúquer,alcntera-de-xquer,39.0679268,-0.5611053
382,6987,46.0,6,Alcàsser,alcsser,39.3693089,-0.4428184
383,1551,10.0,6,Alcántara,alcntara,39.7191857,-6.8865072
384,1947,13.0,6,Alcázar de San Juan,alczar-de-san-juan,39.3899254,-3.2101372
385,2223,16.0,6,Alcázar del Rey,alczar-del-rey,40.062339,-2.8095692
386,287,4.0,6,Alcóntar,alcntar,37.3358524,-2.5969435
387,796,7.0,6,Alcúdia,alcdia,39.8406038,3.1385657
388,6991,46.0,6,Aldaia,aldaia,39.4650522,-0.4613582
389,5855,40.0,6,Aldea Real,aldea-real,41.1856197,-4.1649525
390,7242,47.0,6,Aldea de San Miguel,aldea-de-san-miguel,41.4597609,-4.614833
391,1554,10.0,6,Aldea del Cano,aldea-del-cano,39.2889934,-6.3188224
392,4285,28.0,6,Aldea del Fresno,aldea-del-fresno,40.32399,-4.2022169
393,5344,37.0,6,Aldea del Obispo,aldea-del-obispo,40.7091656,-6.7946168
394,1951,13.0,6,Aldea del Rey,aldea-del-rey,38.7382271,-3.8394617
395,6774,45.0,6,Aldea en Cabo,aldea-en-cabo,40.1836842,-4.4556044
396,1556,10.0,6,Aldeacentenera,aldeacentenera,39.5273616,-5.6289804
397,5345,37.0,6,Aldeacipreste,aldeacipreste,40.3804651,-5.8962444
398,5346,37.0,6,Aldeadávila de la Ribera,aldeadvila-de-la-ribera,41.2182572,-6.6200318
399,6170,42.0,6,Aldealafuente,aldealafuente,41.6715958,-2.3252493
400,5856,40.0,6,Aldealcorvo,aldealcorvo,41.2438211,-3.7921334
401,5347,37.0,6,Aldealengua,aldealengua,40.9821667,-5.5500137
402,5857,40.0,6,Aldealengua de Pedraza,aldealengua-de-pedraza,41.069658,-3.789361
403,5858,40.0,6,Aldealengua de Santa María,aldealengua-de-santa-mara,41.4624062,-3.4674525
404,6171,42.0,6,Aldealices,aldealices,41.901954,-2.3095177
405,6172,42.0,6,Aldealpozo,aldealpozo,41.7828714,-2.2053551
406,6173,42.0,6,Aldealseñor,aldealseor,41.8789183,-2.315711
407,7243,47.0,6,Aldeamayor de San Martín,aldeamayor-de-san-martn,41.5119092,-4.6407892
408,6775,45.0,6,Aldeanueva de Barbarroya,aldeanueva-de-barbarroya,39.7622349,-5.0199213
409,4044,26.0,6,Aldeanueva de Ebro,aldeanueva-de-ebro,42.2292018,-1.8871121
410,5348,37.0,6,Aldeanueva de Figueroa,aldeanueva-de-figueroa,41.1479945,-5.5256031
411,2853,19.0,6,Aldeanueva de Guadalajara,aldeanueva-de-guadalajara,40.6818526,-3.0472188
412,6776,45.0,6,Aldeanueva de San Bartolomé,aldeanueva-de-san-bartolom,39.6366841,-5.1115733
